site,Id,position,profile_variant,measurement_construct,interdaily_stability,intradaily_variability,valid_minutes,expected_minutes,valid_hours,is_wall_hours,is_folded_hours,is_clock_hours,adjacent_pairs,adjacent_pair_days,days,is_estimable,iv_estimable,estimable,is_failure_reason,iv_failure_reason
BAUA,BAUA_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4022241834056037,1.6443526521823941,8506,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4097414738834059,0.7965496642226751,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2681184870613071,0.9773922544098301,7980,8640,134,134,0,24,128,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2659302239707852,0.30722760654903103,8001,8640,134,134,0,24,125,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.37183435523486674,0.747251458881519,8556,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S018,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.1840552861949372,1.7469782167622987,8466,8640,141,141,0,24,137,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S022,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.20907168271797189,0.7482443679061608,8603,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S023,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2868734411138218,0.9494116196195148,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S024,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.22256494907998392,1.6231287445110094,8422,8640,141,141,0,24,139,6,6,TRUE,TRUE,TRUE,,
BAUA,BAUA_S025,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3231599429695231,1.5996611127144984,8577,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3245625114370367,1.3714147555168503,8376,8640,139,139,0,24,136,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2710407912354966,0.501923544294933,7038,7200,118,118,0,24,115,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2388518169538788,2.021711263623862,8251,8640,138,138,0,24,133,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.400705883525181,1.0687327348510136,6938,7200,116,116,0,24,113,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2568621856362035,1.237950360239472,8359,8700,141,140,1,24,139,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3619482598775068,0.5649046002219235,8700,8700,145,144,1,24,144,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.25182533407358537,1.7431814003031296,10080,10080,168,168,0,24,167,7,7,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4066647085871401,1.1338067380454155,5733,5760,96,96,0,24,95,4,4,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S011,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.36634920101267093,1.0652923525958378,7046,7200,118,118,0,24,116,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S012,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.21290890606977236,1.8352331802815691,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2206619089123204,1.89658946769905,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.31731970344748434,1.8599960544283625,6848,7200,114,114,0,24,109,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4805217993282955,1.8064036120408236,8482,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.41310327195045415,1.7694052744316702,6777,7200,114,114,0,24,109,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.255552827770119,1.4055066880211988,8298,8640,139,139,0,24,136,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S018,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.1705828428805846,1.834805802403802,8501,8640,141,141,0,24,139,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S019,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.36101222092381113,1.5152643495950708,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S020,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.45038040751143676,1.0942343230732405,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S022,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.203190953660505,1.8084222648242314,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S023,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3835084060264462,0.9715048577152254,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S024,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.5416741213519951,1.4079688685682137,6975,7200,117,117,0,24,112,5,5,TRUE,TRUE,TRUE,,
FUSPCEU,FUSPCEU_S025,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2880176305544142,1.2119495705956724,5173,5760,86,86,0,24,79,4,4,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.38606570353436825,0.5568729757554152,9990,10080,167,167,0,24,165,7,7,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2579117705486658,1.8179677639858078,8213,8640,137,137,0,24,134,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3280479921432947,1.4672883152407412,8602,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2602708555027528,1.1095177840765498,8558,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2650454106453032,1.2987967575018382,8478,8640,141,141,0,24,137,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2787618283786142,1.7847789588078173,8361,8640,139,139,0,24,135,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.385970032109161,1.6720594550557863,8285,8640,139,139,0,24,135,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3115277222698485,1.0255867315618856,7091,7200,120,120,0,24,118,5,5,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.37654866059634173,0.6471205881818779,7924,8640,133,133,0,24,126,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3382703012696557,1.6318284210918426,7906,8640,131,131,0,24,119,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S011,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.5109410739451278,2.023940058473436,8541,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S012,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.25089098358231665,0.9902681641094501,8561,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2143566159806195,1.467178563295758,8494,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.32621659970843087,0.8001971113959022,8113,8640,136,136,0,24,129,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.17328841151124158,1.2586592374199341,8207,8640,136,136,0,24,129,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.20149679675337037,1.9706972578290791,8342,8640,139,139,0,24,135,6,6,TRUE,TRUE,TRUE,,
IZTECH,IZTECH_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.20617919266022922,1.5553212327072865,8618,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.27973223344787335,1.958771154358998,8085,8640,134,134,0,24,129,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3093943444036613,1.339016156538819,8007,8640,137,137,0,24,131,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.29853537747046155,2.1159395316923226,7933,8640,133,133,0,24,123,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.35090692753046676,1.2849965202982627,8296,8640,138,138,0,24,132,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.1952209293271236,2.014169261029149,8262,8640,139,139,0,24,134,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.16689653227879758,1.8341328864156365,7894,8640,138,138,0,24,131,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.29155547920106883,0.935917748575774,5452,5760,92,92,0,24,87,4,4,TRUE,TRUE,TRUE,,
KNUST,KNUST_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3669431049894608,1.7934231185303227,6597,7200,108,108,0,24,99,5,5,TRUE,TRUE,TRUE,,
KNUST,KNUST_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2744152751474991,1.4362565248556751,8337,8640,141,141,0,24,137,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.32647150682007653,1.1490534506377679,8209,8640,138,138,0,24,132,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S011,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.25281175644727855,1.2506063497382565,8380,8640,141,141,0,24,137,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S012,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.38252337471381676,1.4127823489985107,8508,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.5455382204247836,0.7703963306995922,5597,5760,94,94,0,24,92,4,4,TRUE,TRUE,TRUE,,
KNUST,KNUST_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2663686460229944,1.6195146300591514,8546,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
KNUST,KNUST_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.34272865119942647,1.2904783247043534,6796,7200,113,113,0,24,108,5,5,TRUE,TRUE,TRUE,,
RISE,RISE_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3426949201433075,0.8932328701237631,8207,8640,139,139,0,24,134,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.45372182147698525,1.2553852979726767,8380,8640,141,141,0,24,138,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23193941961797584,1.3751476101921694,8412,8640,141,141,0,24,138,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.19222392632469837,1.246342703867022,8464,8580,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.41156843987026875,1.7467871997873852,8456,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24820392341823155,1.087314639499724,8417,8640,141,141,0,24,138,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23104323605091223,0.6474073194004173,8489,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4259877983651663,0.9344027555355475,8505,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23612495181454832,0.9503449864766612,8065,8640,135,135,0,24,128,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.18808265848448052,0.5906959563563635,6762,7200,113,113,0,24,107,5,5,TRUE,TRUE,TRUE,,
RISE,RISE_S012,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4196970447210869,0.7915477280969615,10041,10080,168,168,0,24,167,7,7,TRUE,TRUE,TRUE,,
RISE,RISE_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23444356774779626,1.15533820971378,8107,8640,136,136,0,24,132,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4178509984796594,1.8287151245830642,8484,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23961042674625316,1.3480117154076428,8412,8640,140,140,0,24,136,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3751871679839489,1.4666729875536149,8101,8640,134,134,0,24,128,6,6,TRUE,TRUE,TRUE,,
RISE,RISE_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.32043286786655645,1.5634522301307192,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.15025866499733642,1.9762403724977171,11044,11520,185,185,0,24,180,8,8,TRUE,TRUE,TRUE,,
THUAS,THUAS_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2583565857651559,1.7875765815482774,7182,7200,120,120,0,24,119,5,5,TRUE,TRUE,TRUE,,
THUAS,THUAS_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2729789332960549,1.4707355635889208,8179,8640,136,136,0,24,131,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3736970824154448,1.3251636043631663,8223,8580,137,137,0,24,132,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.29372811788060177,1.054873803030406,7051,7200,117,117,0,24,114,5,5,TRUE,TRUE,TRUE,,
THUAS,THUAS_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.1567745032355611,1.145058280133058,8075,8640,136,136,0,24,127,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.29964849049736997,1.4856959778324137,7977,8640,133,133,0,24,126,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S011,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.28480287411633237,1.5508501240630952,8509,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.39157679065340123,1.4201696687211518,7960,8640,135,135,0,24,129,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.33592332663612934,1.0541234329071627,8420,8640,141,141,0,24,139,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2593286815071034,1.7954407246211586,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24305979052274376,1.3850997236497171,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
THUAS,THUAS_S018,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3265888738617325,0.8791119229822666,9228,10080,154,154,0,24,145,7,7,TRUE,TRUE,TRUE,,
THUAS,THUAS_S019,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2795831593852845,1.2351179742404104,9900,10080,165,165,0,24,164,7,7,TRUE,TRUE,TRUE,,
THUAS,THUAS_S020,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3515643921053818,0.9943698592350393,10080,10080,168,168,0,24,167,7,7,TRUE,TRUE,TRUE,,
TUM,TUM_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.32014231150279454,0.8910071201306711,8233,8640,140,140,0,24,137,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.23598467452489555,1.7816332353107558,8132,8640,137,137,0,24,131,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.5555283528236775,0.7695522337745765,8151,8640,139,139,0,24,134,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.27456572830315223,0.7363378239278153,8548,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.16028146211843713,1.4075872521055126,8198,8640,137,137,0,24,130,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3070542259138251,1.1356581815432514,8437,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.22174896986688014,1.3703544558495548,8460,8640,140,140,0,24,136,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.22088834607899546,1.7030593952718405,7759,8640,132,132,0,24,125,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.5394291614385905,0.731422715747595,8570,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
TUM,TUM_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2257012966655858,1.5963022732603844,7964,8640,135,135,0,24,128,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S001,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.41134233019236394,1.4665873190338943,5571,5760,94,94,0,24,90,4,4,TRUE,TRUE,TRUE,,
UCR,UCR_S002,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.20785474009038163,1.287926341691166,8596,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S003,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2885024397835316,1.7384730075731463,6779,7200,114,114,0,24,110,5,5,TRUE,TRUE,TRUE,,
UCR,UCR_S004,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3285421803394053,1.3569742023642082,8106,8640,136,136,0,24,129,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S005,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.4303223277235469,1.0883508765218992,6854,7200,115,115,0,24,112,5,5,TRUE,TRUE,TRUE,,
UCR,UCR_S006,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2731594937760466,1.4862691668591212,8027,8640,137,137,0,24,131,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S007,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.15968586134563006,1.0086050068214603,8480,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S008,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3537367640871125,1.0987632480454979,7950,8640,133,133,0,24,125,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S009,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24767926235988993,0.9844418050377663,8640,8640,144,144,0,24,143,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S010,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2404235354919289,1.0532499664705197,8441,8640,142,142,0,24,140,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S011,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3856691277890374,0.9640320074697702,7531,8640,127,127,0,24,116,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S012,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24618516937172893,0.8272418982462219,8213,8640,137,137,0,24,132,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S013,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3582567394990752,0.9715977867625558,8515,8640,143,143,0,24,141,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S014,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.2877748773014717,1.088313686310643,8434,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S015,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3543699449067031,1.0105047129208973,8298,8640,139,139,0,24,136,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S016,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.3454811121284136,1.4244581149019662,8363,8640,139,139,0,24,133,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S017,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.45281428232355203,1.1231485478535184,8237,8640,139,139,0,24,134,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S018,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24701343356997282,1.132413172675144,9798,10080,163,163,0,24,158,7,7,TRUE,TRUE,TRUE,,
UCR,UCR_S019,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.30595726805232276,1.0646569849332765,8427,8640,141,141,0,24,138,6,6,TRUE,TRUE,TRUE,,
UCR,UCR_S020,chest,pooled,hybrid_chest_level_wake_and_bedside_sleep_environment,0.24411114113608404,1.7457611834320461,8492,8640,142,142,0,24,139,6,6,TRUE,TRUE,TRUE,,
