site,Id,position,local_date,clock_minute,expected_wall_minutes,wall_minutes_existing,source_real_minutes,source_observed_real_minutes,dst_fold_wall_minutes,valid_medi_wall_minutes,valid_light_wall_minutes,diary_state_composition,diary_state_categories,missing_diary_state_wall_minutes,measurement_context_composition,measurement_context_categories,arithmetic_mean_medi_lx,zero_aware_geometric_mean_medi_lx,ordinary_support,bin_admissible,failure_reason,spans_diary_state_boundary,spans_measurement_context_boundary,metric_value_lx,metric,zero_offset,clock_hour
BAUA,BAUA_S001,chest,2025-06-11,600,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,346.72319444444446,295.87480196841005,1,TRUE,,FALSE,FALSE,295.87480196841005,one_hour_zero_aware_geometric_mean_medi,0.1,10
BAUA,BAUA_S001,chest,2025-06-11,660,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,456.14955555555554,373.2622095705912,1,TRUE,,FALSE,FALSE,373.2622095705912,one_hour_zero_aware_geometric_mean_medi,0.1,11
BAUA,BAUA_S001,chest,2025-06-11,720,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,715.2998333333334,611.7456712176489,1,TRUE,,FALSE,FALSE,611.7456712176489,one_hour_zero_aware_geometric_mean_medi,0.1,12
BAUA,BAUA_S001,chest,2025-06-11,780,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,1628.952,1572.4355694813155,1,TRUE,,FALSE,FALSE,1572.4355694813155,one_hour_zero_aware_geometric_mean_medi,0.1,13
BAUA,BAUA_S001,chest,2025-06-11,840,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,2301.5059444444446,661.3553634629585,1,TRUE,,FALSE,FALSE,661.3553634629585,one_hour_zero_aware_geometric_mean_medi,0.1,14
BAUA,BAUA_S001,chest,2025-06-11,900,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,981.3758333333334,538.6216755720963,1,TRUE,,FALSE,FALSE,538.6216755720963,one_hour_zero_aware_geometric_mean_medi,0.1,15
BAUA,BAUA_S001,chest,2025-06-11,960,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,12307.956194444443,2389.817026592974,1,TRUE,,FALSE,FALSE,2389.817026592974,one_hour_zero_aware_geometric_mean_medi,0.1,16
BAUA,BAUA_S001,chest,2025-06-11,1020,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,18537.449972222224,8064.237122316738,1,TRUE,,FALSE,FALSE,8064.237122316738,one_hour_zero_aware_geometric_mean_medi,0.1,17
BAUA,BAUA_S001,chest,2025-06-11,1080,60,60,60,60,0,60,60,pre-sleep,1,0,worn_chest,1,4310.596333333334,523.829744256058,1,TRUE,,FALSE,FALSE,523.829744256058,one_hour_zero_aware_geometric_mean_medi,0.1,18
BAUA,BAUA_S001,chest,2025-06-11,1140,60,60,60,60,0,53,53,pre-sleep,1,0,invalid_nonwear|worn_chest,2,127.36610062893081,98.91345963324679,0.8833333333333333,TRUE,,FALSE,TRUE,98.91345963324679,one_hour_zero_aware_geometric_mean_medi,0.1,19
BAUA,BAUA_S001,chest,2025-06-11,1200,60,60,60,60,0,42,42,pre-sleep,1,0,invalid_nonwear|worn_chest,2,39.99464285714286,4.46581609147966,0.7,TRUE,,FALSE,TRUE,4.46581609147966,one_hour_zero_aware_geometric_mean_medi,0.1,20
BAUA,BAUA_S001,chest,2025-06-11,1260,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,21
BAUA,BAUA_S001,chest,2025-06-11,1320,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,22
BAUA,BAUA_S001,chest,2025-06-11,1380,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,23
BAUA,BAUA_S001,chest,2025-06-12,0,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,0
BAUA,BAUA_S001,chest,2025-06-12,60,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,1
BAUA,BAUA_S001,chest,2025-06-12,120,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,2
BAUA,BAUA_S001,chest,2025-06-12,180,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,3
BAUA,BAUA_S001,chest,2025-06-12,240,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,4
BAUA,BAUA_S001,chest,2025-06-12,300,60,60,60,60,0,60,60,sleep|wake,2,0,bedside_sleep_environment|worn_chest,2,9.770111111111104,0.29514626091411034,1,TRUE,,TRUE,TRUE,0.29514626091411034,one_hour_zero_aware_geometric_mean_medi,0.1,5
BAUA,BAUA_S001,chest,2025-06-12,360,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,48.99405555555556,20.450599395403152,1,TRUE,,FALSE,FALSE,20.450599395403152,one_hour_zero_aware_geometric_mean_medi,0.1,6
BAUA,BAUA_S001,chest,2025-06-12,420,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,186.8132222222223,2.3000800832447044,1,TRUE,,FALSE,FALSE,2.3000800832447044,one_hour_zero_aware_geometric_mean_medi,0.1,7
BAUA,BAUA_S001,chest,2025-06-12,480,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,125.15033333333334,97.68986205981149,1,TRUE,,FALSE,FALSE,97.68986205981149,one_hour_zero_aware_geometric_mean_medi,0.1,8
BAUA,BAUA_S001,chest,2025-06-12,540,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,105.37105555555556,82.22094440860029,1,TRUE,,FALSE,FALSE,82.22094440860029,one_hour_zero_aware_geometric_mean_medi,0.1,9
BAUA,BAUA_S001,chest,2025-06-12,600,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,128.79461111111112,96.612987070344,1,TRUE,,FALSE,FALSE,96.612987070344,one_hour_zero_aware_geometric_mean_medi,0.1,10
BAUA,BAUA_S001,chest,2025-06-12,660,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,879.7244722222222,538.9459364999705,1,TRUE,,FALSE,FALSE,538.9459364999705,one_hour_zero_aware_geometric_mean_medi,0.1,11
BAUA,BAUA_S001,chest,2025-06-12,720,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,297.99136111111113,260.7977682851172,1,TRUE,,FALSE,FALSE,260.7977682851172,one_hour_zero_aware_geometric_mean_medi,0.1,12
BAUA,BAUA_S001,chest,2025-06-12,780,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,791.5311666666666,499.3448826249336,1,TRUE,,FALSE,FALSE,499.3448826249336,one_hour_zero_aware_geometric_mean_medi,0.1,13
BAUA,BAUA_S001,chest,2025-06-12,840,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,2112.6001944444447,645.6275326123733,1,TRUE,,FALSE,FALSE,645.6275326123733,one_hour_zero_aware_geometric_mean_medi,0.1,14
BAUA,BAUA_S001,chest,2025-06-12,900,60,60,60,60,0,0,0,wake,1,0,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,one_hour_zero_aware_geometric_mean_medi,0.1,15
BAUA,BAUA_S001,chest,2025-06-12,960,60,60,60,60,0,2,2,wake,1,0,invalid_nonwear|worn_chest,2,2967.0216666666665,2885.1000583499886,0.03333333333333333,FALSE,insufficient_bin_support,FALSE,TRUE,,one_hour_zero_aware_geometric_mean_medi,0.1,16
BAUA,BAUA_S001,chest,2025-06-12,1020,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,2381.6386111111115,592.1077976957948,1,TRUE,,FALSE,FALSE,592.1077976957948,one_hour_zero_aware_geometric_mean_medi,0.1,17
BAUA,BAUA_S001,chest,2025-06-12,1080,60,60,60,60,0,60,60,pre-sleep|wake,2,0,worn_chest,1,260.9371111111111,239.2400883153646,1,TRUE,,TRUE,FALSE,239.2400883153646,one_hour_zero_aware_geometric_mean_medi,0.1,18
BAUA,BAUA_S001,chest,2025-06-12,1140,60,60,60,60,0,60,60,pre-sleep,1,0,worn_chest,1,86.98508333333334,69.91584504031196,1,TRUE,,FALSE,FALSE,69.91584504031196,one_hour_zero_aware_geometric_mean_medi,0.1,19
BAUA,BAUA_S001,chest,2025-06-12,1200,60,60,60,60,0,60,60,pre-sleep,1,0,worn_chest,1,107.7874722222222,37.417393686421214,1,TRUE,,FALSE,FALSE,37.417393686421214,one_hour_zero_aware_geometric_mean_medi,0.1,20
BAUA,BAUA_S001,chest,2025-06-12,1260,60,60,60,60,0,60,60,pre-sleep|sleep,2,0,bedside_sleep_environment|worn_chest,2,8.764194444444442,0.4925110240777284,1,TRUE,,TRUE,TRUE,0.4925110240777284,one_hour_zero_aware_geometric_mean_medi,0.1,21
BAUA,BAUA_S001,chest,2025-06-12,1320,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,22
BAUA,BAUA_S001,chest,2025-06-12,1380,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,23
BAUA,BAUA_S001,chest,2025-06-13,0,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,0
BAUA,BAUA_S001,chest,2025-06-13,60,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,1
BAUA,BAUA_S001,chest,2025-06-13,120,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,2
BAUA,BAUA_S001,chest,2025-06-13,180,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,3
BAUA,BAUA_S001,chest,2025-06-13,240,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,4
BAUA,BAUA_S001,chest,2025-06-13,300,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,5
BAUA,BAUA_S001,chest,2025-06-13,360,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,59.58647222222222,24.48474559810473,1,TRUE,,FALSE,FALSE,24.48474559810473,one_hour_zero_aware_geometric_mean_medi,0.1,6
BAUA,BAUA_S001,chest,2025-06-13,420,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,255.26777777777778,79.84692392178559,1,TRUE,,FALSE,FALSE,79.84692392178559,one_hour_zero_aware_geometric_mean_medi,0.1,7
BAUA,BAUA_S001,chest,2025-06-13,480,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,688.4296666666667,81.89560296193328,1,TRUE,,FALSE,FALSE,81.89560296193328,one_hour_zero_aware_geometric_mean_medi,0.1,8
BAUA,BAUA_S001,chest,2025-06-13,540,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,242.57791666666668,213.2363278844481,1,TRUE,,FALSE,FALSE,213.2363278844481,one_hour_zero_aware_geometric_mean_medi,0.1,9
BAUA,BAUA_S001,chest,2025-06-13,600,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,314.4578055555556,245.97698372705057,1,TRUE,,FALSE,FALSE,245.97698372705057,one_hour_zero_aware_geometric_mean_medi,0.1,10
BAUA,BAUA_S001,chest,2025-06-13,660,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,1084.7591111111112,773.4971569954611,1,TRUE,,FALSE,FALSE,773.4971569954611,one_hour_zero_aware_geometric_mean_medi,0.1,11
BAUA,BAUA_S001,chest,2025-06-13,720,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,932.1075833333334,663.6082473678433,1,TRUE,,FALSE,FALSE,663.6082473678433,one_hour_zero_aware_geometric_mean_medi,0.1,12
BAUA,BAUA_S001,chest,2025-06-13,780,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,923.4946944444445,428.8661611430058,1,TRUE,,FALSE,FALSE,428.8661611430058,one_hour_zero_aware_geometric_mean_medi,0.1,13
BAUA,BAUA_S001,chest,2025-06-13,840,60,60,60,60,0,34,34,wake,1,0,invalid_nonwear|worn_chest,2,67098.91367647059,49116.277766254294,0.5666666666666667,TRUE,,FALSE,TRUE,49116.277766254294,one_hour_zero_aware_geometric_mean_medi,0.1,14
BAUA,BAUA_S001,chest,2025-06-13,900,60,60,60,60,0,13,13,wake,1,0,invalid_nonwear|worn_chest,2,74598.08166666667,74588.29425264118,0.21666666666666667,FALSE,insufficient_bin_support,FALSE,TRUE,,one_hour_zero_aware_geometric_mean_medi,0.1,15
BAUA,BAUA_S001,chest,2025-06-13,960,60,60,60,60,0,16,16,wake,1,0,invalid_nonwear|worn_chest,2,2896.1533333333336,282.64064417336056,0.26666666666666666,FALSE,insufficient_bin_support,FALSE,TRUE,,one_hour_zero_aware_geometric_mean_medi,0.1,16
BAUA,BAUA_S001,chest,2025-06-13,1020,60,60,60,60,0,60,60,wake,1,0,worn_chest,1,182.65855555555555,83.61900699333219,1,TRUE,,FALSE,FALSE,83.61900699333219,one_hour_zero_aware_geometric_mean_medi,0.1,17
BAUA,BAUA_S001,chest,2025-06-13,1080,60,60,60,60,0,60,60,pre-sleep|wake,2,0,worn_chest,1,251.4926111111111,127.64425236390441,1,TRUE,,TRUE,FALSE,127.64425236390441,one_hour_zero_aware_geometric_mean_medi,0.1,18
BAUA,BAUA_S001,chest,2025-06-13,1140,60,60,60,60,0,60,60,pre-sleep,1,0,worn_chest,1,99.22647222222223,8.958187064346921,1,TRUE,,FALSE,FALSE,8.958187064346921,one_hour_zero_aware_geometric_mean_medi,0.1,19
BAUA,BAUA_S001,chest,2025-06-13,1200,60,60,60,60,0,60,60,pre-sleep,1,0,worn_chest,1,80.20166666666667,27.475222077051598,1,TRUE,,FALSE,FALSE,27.475222077051598,one_hour_zero_aware_geometric_mean_medi,0.1,20
BAUA,BAUA_S001,chest,2025-06-13,1260,60,60,60,60,0,60,60,pre-sleep|sleep,2,0,bedside_sleep_environment|worn_chest,2,8.979138888888887,3.5456199441182847,1,TRUE,,TRUE,TRUE,3.5456199441182847,one_hour_zero_aware_geometric_mean_medi,0.1,21
BAUA,BAUA_S001,chest,2025-06-13,1320,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,3.0555555555555566e-4,2.8095279271618534e-4,1,TRUE,,FALSE,FALSE,2.8095279271618534e-4,one_hour_zero_aware_geometric_mean_medi,0.1,22
BAUA,BAUA_S001,chest,2025-06-13,1380,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,23
BAUA,BAUA_S001,chest,2025-06-14,0,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,0
BAUA,BAUA_S001,chest,2025-06-14,60,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,1
BAUA,BAUA_S001,chest,2025-06-14,120,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,2
BAUA,BAUA_S001,chest,2025-06-14,180,60,60,60,60,0,60,60,sleep,1,0,bedside_sleep_environment,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,3
BAUA,BAUA_S001,chest,2025-06-14,240,60,60,60,60,0,60,60,sleep,1,4,bedside_sleep_environment|worn_chest,2,2.499999999999998e-4,2.3320807862781123e-4,1,TRUE,,FALSE,TRUE,2.3320807862781123e-4,one_hour_zero_aware_geometric_mean_medi,0.1,4
BAUA,BAUA_S001,chest,2025-06-14,300,60,60,60,60,0,60,60,,0,60,worn_chest,1,18.195583333333335,9.539146777377658,1,TRUE,,FALSE,FALSE,9.539146777377658,one_hour_zero_aware_geometric_mean_medi,0.1,5
BAUA,BAUA_S001,chest,2025-06-14,360,60,60,60,60,0,60,60,,0,60,worn_chest,1,148.47075,59.295297512405696,1,TRUE,,FALSE,FALSE,59.295297512405696,one_hour_zero_aware_geometric_mean_medi,0.1,6
BAUA,BAUA_S001,chest,2025-06-14,420,60,60,60,60,0,60,60,,0,60,worn_chest,1,100.58108333333332,42.10884592338103,1,TRUE,,FALSE,FALSE,42.10884592338103,one_hour_zero_aware_geometric_mean_medi,0.1,7
BAUA,BAUA_S001,chest,2025-06-14,480,60,60,60,60,0,60,60,,0,60,worn_chest,1,542.5994444444444,95.95363248272093,1,TRUE,,FALSE,FALSE,95.95363248272093,one_hour_zero_aware_geometric_mean_medi,0.1,8
BAUA,BAUA_S001,chest,2025-06-14,540,60,60,60,60,0,60,60,,0,60,worn_chest,1,3616.603611111111,214.06843015841602,1,TRUE,,FALSE,FALSE,214.06843015841602,one_hour_zero_aware_geometric_mean_medi,0.1,9
BAUA,BAUA_S001,chest,2025-06-14,600,60,60,60,60,0,60,60,,0,60,worn_chest,1,173.34588888888888,109.93108586456555,1,TRUE,,FALSE,FALSE,109.93108586456555,one_hour_zero_aware_geometric_mean_medi,0.1,10
BAUA,BAUA_S001,chest,2025-06-14,660,60,60,60,60,0,60,60,,0,60,worn_chest,1,113.52519444444444,81.81123615670047,1,TRUE,,FALSE,FALSE,81.81123615670047,one_hour_zero_aware_geometric_mean_medi,0.1,11
BAUA,BAUA_S001,chest,2025-06-14,720,60,60,60,60,0,60,60,,0,60,worn_chest,1,2700.1358055555556,587.1598866744602,1,TRUE,,FALSE,FALSE,587.1598866744602,one_hour_zero_aware_geometric_mean_medi,0.1,12
BAUA,BAUA_S001,chest,2025-06-14,780,60,60,60,60,0,60,60,,0,60,worn_chest,1,7221.80325,1412.4719289731486,1,TRUE,,FALSE,FALSE,1412.4719289731486,one_hour_zero_aware_geometric_mean_medi,0.1,13
BAUA,BAUA_S001,chest,2025-06-14,840,60,60,60,60,0,32,32,,0,60,invalid_nonwear|worn_chest,2,5753.374635416667,5230.760959788092,0.5333333333333333,TRUE,,FALSE,TRUE,5230.760959788092,one_hour_zero_aware_geometric_mean_medi,0.1,14
BAUA,BAUA_S001,chest,2025-06-14,900,60,60,60,60,0,0,0,,0,60,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,one_hour_zero_aware_geometric_mean_medi,0.1,15
BAUA,BAUA_S001,chest,2025-06-14,960,60,60,60,60,0,0,0,,0,60,invalid_nonwear,1,,,0,FALSE,insufficient_bin_support,FALSE,FALSE,,one_hour_zero_aware_geometric_mean_medi,0.1,16
BAUA,BAUA_S001,chest,2025-06-14,1020,60,60,60,60,0,38,38,,0,60,invalid_nonwear|worn_chest,2,1522.8168421052633,491.78447749117333,0.6333333333333333,TRUE,,FALSE,TRUE,491.78447749117333,one_hour_zero_aware_geometric_mean_medi,0.1,17
BAUA,BAUA_S001,chest,2025-06-14,1080,60,60,60,60,0,60,60,,0,60,worn_chest,1,752.4474444444445,253.39728900979674,1,TRUE,,FALSE,FALSE,253.39728900979674,one_hour_zero_aware_geometric_mean_medi,0.1,18
BAUA,BAUA_S001,chest,2025-06-14,1140,60,60,60,60,0,60,60,,0,60,worn_chest,1,50.46513888888889,9.319465374240067,1,TRUE,,FALSE,FALSE,9.319465374240067,one_hour_zero_aware_geometric_mean_medi,0.1,19
BAUA,BAUA_S001,chest,2025-06-14,1200,60,60,60,60,0,60,60,,0,60,worn_chest,1,15.71980555555554,0.1171363320416749,1,TRUE,,FALSE,FALSE,0.1171363320416749,one_hour_zero_aware_geometric_mean_medi,0.1,20
BAUA,BAUA_S001,chest,2025-06-14,1260,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,21
BAUA,BAUA_S001,chest,2025-06-14,1320,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,22
BAUA,BAUA_S001,chest,2025-06-14,1380,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,23
BAUA,BAUA_S001,chest,2025-06-15,0,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,0
BAUA,BAUA_S001,chest,2025-06-15,60,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,1
BAUA,BAUA_S001,chest,2025-06-15,120,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,2
BAUA,BAUA_S001,chest,2025-06-15,180,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,3
BAUA,BAUA_S001,chest,2025-06-15,240,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,4
BAUA,BAUA_S001,chest,2025-06-15,300,60,60,60,60,0,60,60,,0,60,worn_chest,1,2.777777777777778e-4,2.5724811631128164e-4,1,TRUE,,FALSE,FALSE,2.5724811631128164e-4,one_hour_zero_aware_geometric_mean_medi,0.1,5
BAUA,BAUA_S001,chest,2025-06-15,360,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,6
BAUA,BAUA_S001,chest,2025-06-15,420,60,60,60,60,0,60,60,,0,60,worn_chest,1,0,0,1,TRUE,,FALSE,FALSE,0,one_hour_zero_aware_geometric_mean_medi,0.1,7
BAUA,BAUA_S001,chest,2025-06-15,480,60,60,60,60,0,60,60,,0,60,worn_chest,1,0.06916666666666665,0.039723932235425224,1,TRUE,,FALSE,FALSE,0.039723932235425224,one_hour_zero_aware_geometric_mean_medi,0.1,8
BAUA,BAUA_S001,chest,2025-06-15,540,60,60,60,60,0,60,60,,0,60,worn_chest,1,1.490111111111111,1.3499450694714248,1,TRUE,,FALSE,FALSE,1.3499450694714248,one_hour_zero_aware_geometric_mean_medi,0.1,9
BAUA,BAUA_S001,chest,2025-06-15,600,60,60,60,60,0,60,60,,0,60,worn_chest,1,0.5146388888888889,0.43665535623596996,1,TRUE,,FALSE,FALSE,0.43665535623596996,one_hour_zero_aware_geometric_mean_medi,0.1,10
BAUA,BAUA_S001,chest,2025-06-15,660,60,60,60,60,0,60,60,,0,60,worn_chest,1,2.9822777777777776,2.8487870368948838,1,TRUE,,FALSE,FALSE,2.8487870368948838,one_hour_zero_aware_geometric_mean_medi,0.1,11
BAUA,BAUA_S001,chest,2025-06-15,720,60,60,60,60,0,60,60,,0,60,worn_chest,1,2.558777777777778,2.4433549888071577,1,TRUE,,FALSE,FALSE,2.4433549888071577,one_hour_zero_aware_geometric_mean_medi,0.1,12
BAUA,BAUA_S001,chest,2025-06-15,780,60,60,60,60,0,60,60,,0,60,worn_chest,1,1.393722222222222,1.275462899737352,1,TRUE,,FALSE,FALSE,1.275462899737352,one_hour_zero_aware_geometric_mean_medi,0.1,13
BAUA,BAUA_S001,chest,2025-06-15,840,60,60,60,60,0,60,60,,0,60,worn_chest,1,1.2392222222222222,1.1649167027614928,1,TRUE,,FALSE,FALSE,1.1649167027614928,one_hour_zero_aware_geometric_mean_medi,0.1,14
